otel,dd,description
sql_distsql_exec_latency_internal,cockroachdb.sql.distsql.exec.latency.internal.count,Latency of DistSQL statement execution (internal queries)
sql_distsql_flows_active,cockroachdb.sql.distsql.flows.active,Number of distributed SQL flows currently active
sql_distsql_flows_total,cockroachdb.sql.distsql.flows.total.count,Number of distributed SQL flows executed
sql_distsql_queries_active,cockroachdb.sql.distsql.queries.active,Number of SQL queries currently active
sql_distsql_queries_spilled,cockroachdb.sql.distsql.queries.spilled.count,Number of queries that have spilled to disk
sql_distsql_select_count,cockroachdb.sql.distsql.select.count,Number of DistSQL SELECT statements
sql_distsql_service_latency,cockroachdb.sql.distsql.service.latency.count,Latency of DistSQL request execution
sql_distsql_service_latency_internal,cockroachdb.sql.distsql.service.latency.internal,Latency of DistSQL request execution (internal queries)
sql_distsql_service_latency_internal,cockroachdb.sql.distsql.service.latency.internal.count,Latency of DistSQL request execution (internal queries)
sql_distsql_vec_openfds,cockroachdb.sql.distsql.vec.openfds,Current number of open file descriptors used by vectorized external storage
sql_exec_latency,cockroachdb.sql.exec.latency.count,Latency of SQL statement execution
sql_exec_latency_internal,cockroachdb.sql.exec.latency.internal.count,Latency of SQL statement execution (internal queries)
sql_exec_latency_internal,cockroachdb.sql.exec.latency.internal,Latency of SQL statement execution (internal queries)
sql_failure_count,cockroachdb.sql.failure.count,Number of statements resulting in a planning or runtime error
sql_failure_count_internal,cockroachdb.sql.failure.internal.count,Number of statements resulting in a planning or runtime error (internal queries)
sql_feature_flag_denial,cockroachdb.sql.feature_flag_denial.count,Counter of the number of statements denied by a feature flag
sql_full_scan_count,cockroachdb.sql.full.scan.count,Number of full table or index scans
sql_full_scan_count_internal,cockroachdb.sql.full.scan.internal.count,Number of full table or index scans (internal queries)
sql_guardrails_full_scan_rejected_count,cockroachdb.sql.guardrails.full_scan_rejected.count,Number of full table or index scans that have been rejected because of `disallow_full_table_scans` guardrail
sql_guardrails_full_scan_rejected_count_internal,cockroachdb.sql.guardrails.full_scan_rejected.internal.count,Number of full table or index scans that have been rejected because of `disallow_full_table_scans` guardrail (internal queries)
sql_guardrails_max_row_size_err_count,cockroachdb.sql.guardrails.max_row_size_err.count,Number of rows observed violating sql.guardrails.max_row_size_err
sql_guardrails_max_row_size_err_count_internal,cockroachdb.sql.guardrails.max_row_size_err.internal.count,Number of rows observed violating sql.guardrails.max_row_size_err (internal queries)
sql_guardrails_max_row_size_log_count,cockroachdb.sql.guardrails.max_row_size_log.count,Number of rows observed violating sql.guardrails.max_row_size_log
sql_guardrails_max_row_size_log_count_internal,cockroachdb.sql.guardrails.max_row_size_log.internal.count,Number of rows observed violating sql.guardrails.max_row_size_log (internal queries)
sql_guardrails_transaction_rows_read_err_count,cockroachdb.sql.guardrails.transaction_rows_read_err.count,Number of transactions errored because of transaction_rows_read_err guardrail
sql_guardrails_transaction_rows_read_err_count_internal,cockroachdb.sql.guardrails.transaction_rows_read_err.internal.count,Number of transactions errored because of transaction_rows_read_err guardrail (internal queries)
sql_guardrails_transaction_rows_read_log_count,cockroachdb.sql.guardrails.transaction_rows_read_log.count,Number of transactions logged because of transaction_rows_read_log guardrail
sql_guardrails_transaction_rows_read_log_count_internal,cockroachdb.sql.guardrails.transaction_rows_read_log.internal.count,Number of transactions logged because of transaction_rows_read_log guardrail (internal queries)
sql_guardrails_transaction_rows_written_err_count,cockroachdb.sql.guardrails.transaction_rows_written_err.count,Number of transactions errored because of transaction_rows_written_err guardrail
sql_guardrails_transaction_rows_written_err_count_internal,cockroachdb.sql.guardrails.transaction_rows_written_err.internal.count,Number of transactions errored because of transaction_rows_written_err guardrail (internal queries)
sql_guardrails_transaction_rows_written_log_count,cockroachdb.sql.guardrails.transaction_rows_written_log.count,Number of transactions logged because of transaction_rows_written_log guardrail
sql_guardrails_transaction_rows_written_log_count_internal,cockroachdb.sql.guardrails.transaction_rows_written_log.internal.count,Number of transactions logged because of transaction_rows_written_log guardrail (internal queries)
sql_hydrated_schema_cache_hits,cockroachdb.sql.hydrated_schema_cache.hits.count,counter on the number of cache hits
sql_hydrated_schema_cache_misses,cockroachdb.sql.hydrated_schema_cache.misses.count,counter on the number of cache misses
sql_hydrated_table_cache_hits,cockroachdb.sql.hydrated_table_cache.hits.count,counter on the number of cache hits
sql_hydrated_table_cache_misses,cockroachdb.sql.hydrated_table_cache.misses.count,counter on the number of cache misses
sql_hydrated_type_cache_hits,cockroachdb.sql.hydrated_type_cache.hits.count,counter on the number of cache hits
sql_hydrated_type_cache_misses,cockroachdb.sql.hydrated_type_cache.misses.count,counter on the number of cache misses
sql_hydrated_udf_cache_hits,cockroachdb.sql.hydrated_udf_cache.hits.count,counter on the number of cache hits
sql_hydrated_udf_cache_misses,cockroachdb.sql.hydrated_udf_cache.misses.count,counter on the number of cache misses
sql_insert_count,cockroachdb.sql.insert.count,Number of SQL INSERT statements successfully executed
sql_insert_count_internal,cockroachdb.sql.insert.internal.count,Number of SQL INSERT statements successfully executed (internal queries)
sql_insert_started_count,cockroachdb.sql.insert.started.count,Number of SQL INSERT statements started
sql_insert_started_count_internal,cockroachdb.sql.insert.started.internal.count,Number of SQL INSERT statements started (internal queries)
sql_insights_anomaly_detection_evictions,cockroachdb.sql.insights.anomaly_detection.evictions.count,Evictions of fingerprint latency summaries due to memory pressure
sql_insights_anomaly_detection_fingerprints,cockroachdb.sql.insights.anomaly_detection.fingerprints,Current number of statement fingerprints being monitored for anomaly detection
sql_insights_anomaly_detection_memory,cockroachdb.sql.insights.anomaly_detection.memory,Current memory used to support anomaly detection
sql_leases_active,cockroachdb.sql.leases.active,The number of outstanding SQL schema leases.
sql_mem_bulk_current,cockroachdb.sql.mem.bulk.current,Current sql statement memory usage for bulk operations
sql_mem_bulk_max,cockroachdb.sql.mem.bulk.max,Memory usage per sql statement for bulk operations
sql_mem_bulk_max,cockroachdb.sql.mem.bulk.max.count,Memory usage per sql statement for bulk operations
sql_mem_conns_current,cockroachdb.sql.mem.conns.current,Current sql statement memory usage for conns
sql_mem_conns_max,cockroachdb.sql.mem.conns.max.count,Memory usage per sql statement for conns
sql_mem_distsql_current,cockroachdb.sql.mem.distsql.current,Current sql statement memory usage for distsql
sql_mem_distsql_max,cockroachdb.sql.mem.distsql.max.count,Memory usage per sql statement for distsql
sql_mem_internal_current,cockroachdb.sql.mem.internal.current,Current sql statement memory usage for internal
sql_mem_internal_max,cockroachdb.sql.mem.internal.max.count,Memory usage per sql statement for internal
sql_mem_internal_session_current,cockroachdb.sql.mem.internal.session.current,Current sql session memory usage for internal
sql_mem_internal_session_max,cockroachdb.sql.mem.internal.session.max.count,Memory usage per sql session for internal
sql_mem_internal_session_prepared_current,cockroachdb.sql.mem.internal.session.prepared.current,Current sql session memory usage by prepared statements for internal
sql_mem_internal_session_prepared_max,cockroachdb.sql.mem.internal.session.prepared.max.count,Memory usage by prepared statements per sql session for internal
sql_mem_internal_txn_current,cockroachdb.sql.mem.internal.txn.current,Current sql transaction memory usage for internal
sql_mem_internal_txn_max,cockroachdb.sql.mem.internal.txn.max.count,Memory usage per sql transaction for internal
sql_mem_root_current,cockroachdb.sql.mem.root.current,Current sql statement memory usage for root
sql_mem_root_max,cockroachdb.sql.mem.root.max.count,Memory usage per sql statement for root
sql_mem_sql_current,cockroachdb.sql.mem.sql.current,Current sql statement memory usage for sql
sql_mem_sql_max,cockroachdb.sql.mem.sql.max,Memory usage per sql statement for sql
sql_mem_sql_max,cockroachdb.sql.mem.sql.max.count,Memory usage per sql statement for sql
sql_mem_sql_session_current,cockroachdb.sql.mem.sql.session.current,Current sql session memory usage for sql
sql_mem_sql_session_max,cockroachdb.sql.mem.sql.session.max,Memory usage per sql session for sql
sql_mem_sql_session_max,cockroachdb.sql.mem.sql.session.max.count,Memory usage per sql session for sql
sql_mem_sql_session_prepared_current,cockroachdb.sql.mem.sql.session.prepared.current,Current sql session memory usage by prepared statements for sql
sql_mem_sql_session_prepared_max,cockroachdb.sql.mem.sql.session.prepared.max.count,Memory usage by prepared statements per sql session for sql
sql_mem_sql_session_prepared_max,cockroachdb.sql.mem.sql.session.prepared.max,Memory usage by prepared statements per sql session for sql
sql_mem_sql_txn_current,cockroachdb.sql.mem.sql.txn.current,Current sql transaction memory usage for sql
sql_mem_sql_txn_max,cockroachdb.sql.mem.sql.txn.max,Memory usage per sql transaction for sql
sql_mem_sql_txn_max,cockroachdb.sql.mem.sql.txn.max.count,Memory usage per sql transaction for sql
sql_misc_count,cockroachdb.sql.misc.count,Number of other SQL statements successfully executed
sql_misc_count_internal,cockroachdb.sql.misc.internal.count,Number of other SQL statements successfully executed (internal queries)
sql_misc_started_count,cockroachdb.sql.misc.started.count,Number of other SQL statements started
sql_misc_started_count_internal,cockroachdb.sql.misc.started.internal.count,Number of other SQL statements started (internal queries)
sql_new_conns,cockroachdb.sql.new_conns.count,Number of SQL connections created
sql_optimizer_fallback_count,cockroachdb.sql.optimizer.fallback.count,Number of statements which the cost-based optimizer was unable to plan
sql_optimizer_fallback_count_internal,cockroachdb.sql.optimizer.fallback.internal.count,Number of statements which the cost-based optimizer was unable to plan (internal queries)
sql_optimizer_plan_cache_hits,cockroachdb.sql.optimizer.plan_cache.hits.count,Number of non-prepared statements for which a cached plan was used
sql_optimizer_plan_cache_hits_internal,cockroachdb.sql.optimizer.plan_cache.hits.internal.count,Number of non-prepared statements for which a cached plan was used (internal queries)
sql_optimizer_plan_cache_misses,cockroachdb.sql.optimizer.plan_cache.misses.count,Number of non-prepared statements for which a cached plan was not used
sql_optimizer_plan_cache_misses_internal,cockroachdb.sql.optimizer.plan_cache.misses.internal.count,Number of non-prepared statements for which a cached plan was not used (internal queries)
sql_pgwire_cancel_ignored,cockroachdb.sql.pgwire_cancel.ignored.count,Number of pgwire query cancel requests that were ignored due to rate limiting
sql_pgwire_cancel_successful,cockroachdb.sql.pgwire_cancel.successful.count,Number of pgwire query cancel requests that were successful
sql_pre_serve_bytesin,cockroachdb.sql.pre_serve.bytesin.count,Number of SQL bytes received prior to routing the connection to the target SQL server
sql_pre_serve_bytesout,cockroachdb.sql.pre_serve.bytesout.count,Number of SQL bytes sent prior to routing the connection to the target SQL server
sql_pre_serve_conn_failures,cockroachdb.sql.pre_serve.conn.failures.count,Number of SQL connection failures prior to routing the connection to the target SQL server
sql_pre_serve_mem_cur,cockroachdb.sql.pre_serve.mem.cur,Current memory usage for SQL connections prior to routing the connection to the target SQL server
sql_pre_serve_mem_max,cockroachdb.sql.pre_serve.mem.max,Memory usage for SQL connections prior to routing the connection to the target SQL server
sql_pre_serve_mem_max,cockroachdb.sql.pre_serve.mem.max.count,Memory usage for SQL connections prior to routing the connection to the target SQL server
sql_pre_serve_new_conns,cockroachdb.sql.pre_serve.new_conns.count,Number of SQL connections created prior to routing the connection to the target SQL server
sql_query_count,cockroachdb.sql.query.count,"Number of SQL operations started including queries, and transaction control statements"
sql_query_count_internal,cockroachdb.sql.query.internal.count,"Number of SQL operations started including queries, and transaction control statements (internal queries)"
sql_query_started_count,cockroachdb.sql.query.started.count,"Number of SQL operations started including queries, and transaction control statements"
sql_query_started_count_internal,cockroachdb.sql.query.started.internal.count,"Number of SQL operations started including queries, and transaction control statements (internal queries)"
sql_restart_savepoint_count,cockroachdb.sql.restart_savepoint.count,Number of `SAVEPOINT cockroach_restart` statements successfully executed
sql_restart_savepoint_count_internal,cockroachdb.sql.restart_savepoint.internal.count,Number of `SAVEPOINT cockroach_restart` statements successfully executed (internal queries)
sql_restart_savepoint_release_count,cockroachdb.sql.restart_savepoint.release.count,Number of `RELEASE SAVEPOINT cockroach_restart` statements successfully executed
sql_restart_savepoint_release_count_internal,cockroachdb.sql.restart_savepoint.release.internal.count,Number of `RELEASE SAVEPOINT cockroach_restart` statements successfully executed (internal queries)
sql_restart_savepoint_release_started_count,cockroachdb.sql.restart_savepoint.release.started.count,Number of `RELEASE SAVEPOINT cockroach_restart` statements started
sql_restart_savepoint_release_started_count_internal,cockroachdb.sql.restart_savepoint.release.started.internal.count,Number of `RELEASE SAVEPOINT cockroach_restart` statements started (internal queries)
sql_restart_savepoint_rollback_count,cockroachdb.sql.restart_savepoint.rollback.count,Number of `ROLLBACK TO SAVEPOINT cockroach_restart` statements successfully executed
sql_restart_savepoint_rollback_count_internal,cockroachdb.sql.restart_savepoint.rollback.internal.count,Number of `ROLLBACK TO SAVEPOINT cockroach_restart` statements successfully executed (internal queries)
sql_restart_savepoint_rollback_started_count,cockroachdb.sql.restart_savepoint.rollback.started.count,Number of `ROLLBACK TO SAVEPOINT cockroach_restart` statements started
sql_restart_savepoint_rollback_started_count_internal,cockroachdb.sql.restart_savepoint.rollback.started.internal.count,Number of `ROLLBACK TO SAVEPOINT cockroach_restart` statements started (internal queries)
sql_restart_savepoint_started_count,cockroachdb.sql.restart_savepoint.started.count,Number of `SAVEPOINT cockroach_restart` statements started
sql_restart_savepoint_started_count_internal,cockroachdb.sql.restart_savepoint.started.internal.count,Number of `SAVEPOINT cockroach_restart` statements started (internal queries)
sql_savepoint_count,cockroachdb.sql.savepoint.count,Number of SQL SAVEPOINT statements successfully executed
sql_savepoint_count_internal,cockroachdb.sql.savepoint.internal.count,Number of SQL SAVEPOINT statements successfully executed (internal queries)
sql_savepoint_release_count,cockroachdb.sql.savepoint.release.count,Number of `RELEASE SAVEPOINT` statements successfully executed
sql_savepoint_release_count_internal,cockroachdb.sql.savepoint.release.internal.count,Number of `RELEASE SAVEPOINT` statements successfully executed (internal queries)
sql_savepoint_release_started_count,cockroachdb.sql.savepoint.release.started.count,Number of `RELEASE SAVEPOINT` statements started
sql_savepoint_release_started_count_internal,cockroachdb.sql.savepoint.release.started.internal.count,Number of `RELEASE SAVEPOINT` statements started (internal queries)
sql_savepoint_rollback_count,cockroachdb.sql.savepoint.rollback.count,Number of `ROLLBACK TO SAVEPOINT` statements successfully executed
sql_savepoint_rollback_count_internal,cockroachdb.sql.savepoint.rollback.internal.count,Number of `ROLLBACK TO SAVEPOINT` statements successfully executed (internal queries)
sql_savepoint_rollback_started_count,cockroachdb.sql.savepoint.rollback.started.count,Number of `ROLLBACK TO SAVEPOINT` statements started
sql_savepoint_rollback_started_count_internal,cockroachdb.sql.savepoint.rollback.started.internal.count,Number of `ROLLBACK TO SAVEPOINT` statements started (internal queries)
sql_savepoint_started_count,cockroachdb.sql.savepoint.started.count,Number of SQL SAVEPOINT statements started
sql_savepoint_started_count_internal,cockroachdb.sql.savepoint.started.internal.count,Number of SQL SAVEPOINT statements started (internal queries)
sql_schema_changer_permanent_errors,cockroachdb.sql.schema_changer.permanent_errors.count,Counter of the number of permanent errors experienced by the schema changer
sql_schema_changer_retry_errors,cockroachdb.sql.schema_changer.retry_errors.count,Counter of the number of retriable errors experienced by the schema changer
sql_schema_changer_running,cockroachdb.sql.schema_changer.running,Gauge of currently running schema changes
sql_schema_changer_successes,cockroachdb.sql.schema_changer.successes.count,Counter of the number of schema changer resumes which succeed
sql_schema_invalid_objects,cockroachdb.sql.schema.invalid_objects,Gauge of detected invalid objects within the system.descriptor table (measured by querying crdb_internal.invalid_objects)
sql_select_count,cockroachdb.sql.select.count,Number of SQL SELECT statements successfully executed
sql_select_count_internal,cockroachdb.sql.select.internal.count,Number of SQL SELECT statements successfully executed (internal queries)
sql_select_started_count,cockroachdb.sql.select.started.count,Number of SQL SELECT statements started
sql_select_started_count_internal,cockroachdb.sql.select.started.internal.count,Number of SQL SELECT statements started (internal queries)
sql_service_latency,cockroachdb.sql.service.latency.count,Latency of SQL request execution
sql_service_latency_internal,cockroachdb.sql.service.latency.internal,Latency of SQL request execution (internal queries)
sql_service_latency_internal,cockroachdb.sql.service.latency.internal.count,Latency of SQL request execution (internal queries)
sql_statements_active,cockroachdb.sql.statements.active,Number of currently active user SQL statements
sql_statements_active_internal,cockroachdb.sql.statements.active.internal,Number of currently active user SQL statements (internal queries)
sql_stats_cleanup_rows_removed,cockroachdb.sql.stats.cleanup.rows_removed.count,Number of stale statistics rows that are removed
sql_stats_discarded_current,cockroachdb.sql.stats.discarded.current.count,Number of fingerprint statistics being discarded
sql_stats_mem_current,cockroachdb.sql.stats.mem.current,Current memory usage for fingerprint storage
sql_stats_mem_max,cockroachdb.sql.stats.mem.max,Memory usage for fingerprint storage
sql_stats_mem_max,cockroachdb.sql.stats.mem.max.count,Memory usage for fingerprint storage
sql_stats_reported_mem_current,cockroachdb.sql.stats.reported.mem.current,Current memory usage for reported fingerprint storage
sql_stats_reported_mem_max,cockroachdb.sql.stats.reported.mem.max.count,Memory usage for reported fingerprint storage
sql_stats_reported_mem_max,cockroachdb.sql.stats.reported.mem.max,Memory usage for reported fingerprint storage
sql_stats_txn_stats_collection_duration,cockroachdb.sql.stats.txn_stats_collection.duration,Time took in nanoseconds to collect transaction stats
sql_stats_txn_stats_collection_duration,cockroachdb.sql.stats.txn_stats_collection.duration.count,Time took in nanoseconds to collect transaction stats
sql_temp_object_cleaner_active_cleaners,cockroachdb.sql.temp_object_cleaner.active_cleaners,number of cleaner tasks currently running on this node
sql_temp_object_cleaner_schemas_deletion_error,cockroachdb.sql.temp_object_cleaner.schemas_deletion_error.count,number of errored schema deletions by the temp object cleaner on this node
sql_temp_object_cleaner_schemas_deletion_success,cockroachdb.sql.temp_object_cleaner.schemas_deletion_success.count,number of successful schema deletions by the temp object cleaner on this node
sql_temp_object_cleaner_schemas_to_delete,cockroachdb.sql.temp_object_cleaner.schemas_to_delete.count,number of schemas to be deleted by the temp object cleaner on this node
sql_txn_abort_count,cockroachdb.sql.txn.abort.count,Number of SQL transaction abort errors
sql_txn_abort_count_internal,cockroachdb.sql.txn.abort.internal.count,Number of SQL transaction abort errors (internal queries)
sql_txn_begin_count,cockroachdb.sql.txn.begin.count,Number of SQL transaction BEGIN statements successfully executed
sql_txn_begin_count_internal,cockroachdb.sql.txn.begin.internal.count,Number of SQL transaction BEGIN statements successfully executed (internal queries)
sql_txn_begin_started_count,cockroachdb.sql.txn.begin.started.count,Number of SQL transaction BEGIN statements started
sql_txn_begin_started_count_internal,cockroachdb.sql.txn.begin.started.internal.count,Number of SQL transaction BEGIN statements started (internal queries)
sql_txn_commit_count,cockroachdb.sql.txn.commit.count,Number of SQL transaction COMMIT statements successfully executed
sql_txn_commit_count_internal,cockroachdb.sql.txn.commit.internal.count,Number of SQL transaction COMMIT statements successfully executed (internal queries)
sql_txn_commit_started_count,cockroachdb.sql.txn.commit.started.count,Number of SQL transaction COMMIT statements started
sql_txn_commit_started_count_internal,cockroachdb.sql.txn.commit.started.internal.count,Number of SQL transaction COMMIT statements started (internal queries)
sql_txn_contended_count,cockroachdb.sql.txn.contended.count,Number of SQL transactions experienced contention
sql_txn_contended_count_internal,cockroachdb.sql.txn.contended.internal.count,Number of SQL transactions experienced contention (internal queries)
sql_txn_latency,cockroachdb.sql.txn.latency.count,Latency of SQL transactions
sql_txn_latency_internal,cockroachdb.sql.txn.latency.internal.count,Latency of SQL transactions (internal queries)
sql_txn_rollback_count,cockroachdb.sql.txn.rollback.count,Number of SQL transaction ROLLBACK statements successfully executed
sql_txn_rollback_count_internal,cockroachdb.sql.txn.rollback.internal.count,Number of SQL transaction ROLLBACK statements successfully executed (internal queries)
sql_txn_rollback_started_count,cockroachdb.sql.txn.rollback.started.count,Number of SQL transaction ROLLBACK statements started
sql_txn_rollback_started_count_internal,cockroachdb.sql.txn.rollback.started.internal.count,Number of SQL transaction ROLLBACK statements started (internal queries)
sql_txns_open,cockroachdb.sql.txns.open,Number of currently open user SQL transactions
sql_txns_open_internal,cockroachdb.sql.txns.open.internal,Number of currently open user SQL transactions (internal queries)
sql_update_count,cockroachdb.sql.update.count,Number of SQL UPDATE statements successfully executed
sql_update_count_internal,cockroachdb.sql.update.internal.count,Number of SQL UPDATE statements successfully executed (internal queries)
sql_update_started_count,cockroachdb.sql.update.started.count,Number of SQL UPDATE statements started
sql_update_started_count_internal,cockroachdb.sql.update.started.internal.count,Number of SQL UPDATE statements started (internal queries)
sqlliveness_is_alive_cache_hits,cockroachdb.sqlliveness.is_alive.cache_hits.count,Number of calls to IsAlive that return from the cache
sqlliveness_is_alive_cache_misses,cockroachdb.sqlliveness.is_alive.cache_misses.count,Number of calls to IsAlive that do not return from the cache
sqlliveness_sessions_deleted,cockroachdb.sqlliveness.sessions_deleted.count,Number of expired sessions which have been deleted
sqlliveness_sessions_deletion_runs,cockroachdb.sqlliveness.sessions_deletion_runs.count,Number of calls to delete sessions which have been performed
sqlliveness_write_failures,cockroachdb.sqlliveness.write_failures.count,Number of update or insert calls which have failed
sqlliveness_write_successes,cockroachdb.sqlliveness.write_successes.count,Number of update or insert calls successfully performed
storage_batch_commit_commit_wait_duration,cockroachdb.storage.batch_commit.commit_wait.duration,"Cumulative time spent waiting for WAL sync, for batch commit. See storage.AggregatedBatchCommitStats for details."
storage_batch_commit_count,cockroachdb.storage.batch_commit,Count of batch commits. See storage.AggregatedBatchCommitStats for details.
storage_batch_commit_duration,cockroachdb.storage.batch_commit.duration,Cumulative time spent in batch commit. See storage.AggregatedBatchCommitStats for details.
storage_batch_commit_l0_stall_duration,cockroachdb.storage.batch_commit.l0_stall.duration,"Cumulative time spent in a write stall due to high read amplification in L0, for batch commit. See storage.AggregatedBatchCommitStats for details."
storage_batch_commit_mem_stall_duration,cockroachdb.storage.batch_commit.mem_stall.duration,"Cumulative time spent in a write stall due to too many memtables, for batch commit. See storage.AggregatedBatchCommitStats for details."
storage_batch_commit_sem_wait_duration,cockroachdb.storage.batch_commit.sem_wait.duration,"Cumulative time spent in semaphore wait, for batch commit. See storage.AggregatedBatchCommitStats for details."
storage_batch_commit_wal_queue_wait_duration,cockroachdb.storage.batch_commit.wal_queue_wait.duration,"Cumulative time spent waiting for memory blocks in the WAL queue, for batch commit. See storage.AggregatedBatchCommitStats for details."
storage_batch_commit_wal_rotation_duration,cockroachdb.storage.batch_commit.wal_rotation.duration,"Cumulative time spent waiting for WAL rotation, for batch commit. See storage.AggregatedBatchCommitStats for details."
storage_checkpoints,cockroachdb.storage.checkpoints,"The number of checkpoint directories found in storage. This is the number of directories found in the auxiliary/checkpoints directory. Each represents an immutable point-in-time storage engine checkpoint. They are cheap (consisting mostly of hard links), but over time they effectively become a full copy of the old state, which increases their relative cost. Checkpoints must be deleted once acted upon (e.g. copied elsewhere or investigated). A likely cause of having a checkpoint is that one of the ranges in this store had inconsistent data among its replicas. Such checkpoint directories are located in auxiliary/checkpoints/rN_at_M, where N is the range ID, and M is the Raft applied index at which this checkpoint was taken."
storage_compactions_duration,cockroachdb.storage.compactions.duration,"Cumulative sum of all compaction durations. The rate of this value provides the effective compaction concurrency of a store, which can be useful to determine whether the maximum compaction concurrency is fully utilized."
storage_compactions_keys_pinned_bytes,cockroachdb.storage.compactions.keys.pinned.bytes,"Cumulative size of storage engine KVs written to sstables during flushes and compactions due to open LSM snapshots. Various subsystems of CockroachDB take LSM snapshots to maintain a consistent view of the database over an extended duration. In order to maintain the consistent view, flushes and compactions within the storage engine must preserve keys that otherwise would have been dropped. This increases write amplification, and introduces keys that must be skipped during iteration. This metric records the cumulative number of bytes preserved during flushes and compactions over the lifetime of the process."
storage_compactions_keys_pinned_count,cockroachdb.storage.compactions.keys.pinned,"Cumulative count of storage engine KVs written to sstables during flushes and compactions due to open LSM snapshots. Various subsystems of CockroachDB take LSM snapshots to maintain a consistent view of the database over an extended duration. In order to maintain the consistent view, flushes and compactions within the storage engine must preserve keys that otherwise would have been dropped. This increases write amplification, and introduces keys that must be skipped during iteration. This metric records the cumulative count of KVs preserved during flushes and compactions over the lifetime of the process."
storage_disk_slow,cockroachdb.storage.disk_slow,Number of instances of disk operations taking longer than 10s
storage_disk_stalled,cockroachdb.storage.disk_stalled,Number of instances of disk operations taking longer than 20s
storage_flush_ingest_count,cockroachdb.storage.flush.ingest,Flushes performing an ingest (flushable ingestions)
storage_flush_ingest_table_bytes,cockroachdb.storage.flush.ingest.table.bytes,Bytes ingested via flushes (flushable ingestions)
storage_flush_ingest_table_count,cockroachdb.storage.flush.ingest.table,Tables ingested via flushes (flushable ingestions)
storage_flush_utilization,cockroachdb.storage.flush.utilization,The percentage of time the storage engine is actively flushing memtables to disk.
storage_ingest_count,cockroachdb.storage.ingest,Number of successful ingestions performed
storage_iterator_block_load_bytes,cockroachdb.storage.iterator.block_load.bytes,Bytes loaded by storage engine iterators (possibly cached). See storage.AggregatedIteratorStats for details.
storage_iterator_block_load_cached_bytes,cockroachdb.storage.iterator.block_load.cached_bytes,Bytes loaded by storage engine iterators from the block cache. See storage.AggregatedIteratorStats for details.
storage_iterator_block_load_read_duration,cockroachdb.storage.iterator.block_load.read_duration,Cumulative time storage engine iterators spent loading blocks from durable storage. See storage.AggregatedIteratorStats for details.
storage_iterator_external_seeks,cockroachdb.storage.iterator.external.seeks,Cumulative count of seeks performed on storage engine iterators. See storage.AggregatedIteratorStats for details.
storage_iterator_external_steps,cockroachdb.storage.iterator.external.steps,Cumulative count of steps performed on storage engine iterators. See storage.AggregatedIteratorStats for details.
storage_iterator_internal_seeks,cockroachdb.storage.iterator.internal.seeks,Cumulative count of seeks performed internally within storage engine iterators. A value high relative to 'storage.iterator.external.seeks' is a good indication that there's an accumulation of garbage internally within the storage engine. See storage.AggregatedIteratorStats for details.
storage_iterator_internal_steps,cockroachdb.storage.iterator.internal.steps,Cumulative count of steps performed internally within storage engine iterators. A value high relative to 'storage.iterator.external.steps' is a good indication that there's an accumulation of garbage internally within the storage engine. See storage.AggregatedIteratorStats for more details.
storage_keys_range_key_set_count,cockroachdb.storage.keys.range_key_set,Approximate count of RangeKeySet internal keys across the storage engine.
storage_keys_tombstone_count,cockroachdb.storage.keys.tombstone,"Approximate count of DEL, SINGLEDEL and RANGEDEL internal keys across the storage engine."
storage_l0_bytes_flushed,cockroachdb.storage.l0_bytes_flushed,Number of bytes flushed (from memtables) into Level 0
storage_l0_bytes_ingested,cockroachdb.storage.l0_bytes_ingested,Number of bytes ingested directly into Level 0
storage_l0_level_score,cockroachdb.storage.l0_level_score,Compaction score of level 0
storage_l0_level_size,cockroachdb.storage.l0_level_size,Size of the SSTables in level 0
storage_l0_num_files,cockroachdb.storage.l0_num_files,Number of SSTables in Level 0
storage_l0_sublevels,cockroachdb.storage.l0_sublevels,Number of Level 0 sublevels
storage_l1_bytes_ingested,cockroachdb.storage.l1_bytes_ingested,Number of bytes ingested directly into Level 1
storage_l1_level_score,cockroachdb.storage.l1_level_score,Compaction score of level 1
storage_l1_level_size,cockroachdb.storage.l1_level_size,Size of the SSTables in level 1
storage_l2_bytes_ingested,cockroachdb.storage.l2_bytes_ingested,Number of bytes ingested directly into Level 2
storage_l2_level_score,cockroachdb.storage.l2_level_score,Compaction score of level 2
storage_l2_level_size,cockroachdb.storage.l2_level_size,Size of the SSTables in level 2
storage_l3_bytes_ingested,cockroachdb.storage.l3_bytes_ingested,Number of bytes ingested directly into Level 3
storage_l3_level_score,cockroachdb.storage.l3_level_score,Compaction score of level 3
storage_l3_level_size,cockroachdb.storage.l3_level_size,Size of the SSTables in level 3
storage_l4_bytes_ingested,cockroachdb.storage.l4_bytes_ingested,Number of bytes ingested directly into Level 4
storage_l4_level_score,cockroachdb.storage.l4_level_score,Compaction score of level 4
storage_l4_level_size,cockroachdb.storage.l4_level_size,Size of the SSTables in level 4
storage_l5_bytes_ingested,cockroachdb.storage.l5_bytes_ingested,Number of bytes ingested directly into Level 5
storage_l5_level_score,cockroachdb.storage.l5_level_score,Compaction score of level 5
storage_l5_level_size,cockroachdb.storage.l5_level_size,Size of the SSTables in level 5
storage_l6_bytes_ingested,cockroachdb.storage.l6_bytes_ingested,Number of bytes ingested directly into Level 6
storage_l6_level_score,cockroachdb.storage.l6_level_score,Compaction score of level 6
